PassengerId,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked,Missing_Cabin,DeckNum,Missing_Age,members,Pclass Sex,Pclass Age,Pclass SibSp,Pclass Parch,Pclass Fare,Pclass Embarked,Pclass Missing_Cabin,Pclass DeckNum,Pclass Missing_Age,Pclass members,Sex Age,Sex SibSp,Sex Parch,Sex Fare,Sex Embarked,Sex Missing_Cabin,Sex DeckNum,Sex Missing_Age,Sex members,Age SibSp,Age Parch,Age Fare,Age Embarked,Age Missing_Cabin,Age DeckNum,Age Missing_Age,Age members,SibSp Parch,SibSp Fare,SibSp Embarked,SibSp Missing_Cabin,SibSp DeckNum,SibSp Missing_Age,SibSp members,Parch Fare,Parch Embarked,Parch Missing_Cabin,Parch DeckNum,Parch Missing_Age,Parch members,Fare Embarked,Fare Missing_Cabin,Fare DeckNum,Fare Missing_Age,Fare members,Embarked Missing_Cabin,Embarked DeckNum,Embarked Missing_Age,Embarked members,Missing_Cabin DeckNum,Missing_Cabin Missing_Age,Missing_Cabin members,DeckNum Missing_Age,DeckNum members,Missing_Age members,Survived
458,1.0,1.0,-1.0,1.0,0.0,51.8625,2.0,0.0,3.0,1.0,1.0,1.0,-1.0,1.0,0.0,51.8625,2.0,0.0,3.0,1.0,1.0,-1.0,1.0,0.0,51.8625,2.0,0.0,3.0,1.0,1.0,-1.0,-0.0,-51.8625,-2.0,-0.0,-3.0,-1.0,-1.0,0.0,51.8625,2.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,103.725,0.0,155.58749999999998,51.8625,51.8625,0.0,6.0,2.0,2.0,0.0,0.0,0.0,3.0,3.0,1.0,1
459,2.0,1.0,50.0,0.0,0.0,10.5,2.0,1.0,-1.0,0.0,1.0,2.0,100.0,0.0,0.0,21.0,4.0,2.0,-2.0,0.0,2.0,50.0,0.0,0.0,10.5,2.0,1.0,-1.0,0.0,1.0,0.0,0.0,525.0,100.0,50.0,-50.0,0.0,50.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,21.0,10.5,-10.5,0.0,10.5,2.0,-2.0,0.0,2.0,-1.0,0.0,1.0,-0.0,-1.0,0.0,1
460,3.0,0.0,-1.0,0.0,0.0,7.75,1.0,1.0,-1.0,1.0,1.0,0.0,-3.0,0.0,0.0,23.25,3.0,3.0,-3.0,3.0,3.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-7.75,-1.0,-1.0,1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,7.75,7.75,-7.75,7.75,7.75,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,0
461,1.0,0.0,48.0,0.0,0.0,26.55,2.0,0.0,4.0,0.0,1.0,0.0,48.0,0.0,0.0,26.55,2.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1274.4,96.0,0.0,192.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.1,0.0,106.2,0.0,26.55,0.0,8.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,1
462,3.0,0.0,34.0,0.0,0.0,8.05,2.0,1.0,-1.0,0.0,1.0,0.0,102.0,0.0,0.0,24.150000000000002,6.0,3.0,-3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,273.70000000000005,68.0,34.0,-34.0,0.0,34.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,16.1,8.05,-8.05,0.0,8.05,2.0,-2.0,0.0,2.0,-1.0,0.0,1.0,-0.0,-1.0,0.0,0
463,1.0,0.0,47.0,0.0,0.0,38.5,2.0,0.0,4.0,0.0,1.0,0.0,47.0,0.0,0.0,38.5,2.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1809.5,94.0,0.0,188.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,0.0,154.0,0.0,38.5,0.0,8.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0
464,2.0,0.0,48.0,0.0,0.0,13.0,2.0,1.0,-1.0,0.0,1.0,0.0,96.0,0.0,0.0,26.0,4.0,2.0,-2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,624.0,96.0,48.0,-48.0,0.0,48.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,26.0,13.0,-13.0,0.0,13.0,2.0,-2.0,0.0,2.0,-1.0,0.0,1.0,-0.0,-1.0,0.0,0
465,3.0,0.0,-1.0,0.0,0.0,8.05,2.0,1.0,-1.0,1.0,1.0,0.0,-3.0,0.0,0.0,24.150000000000002,6.0,3.0,-3.0,3.0,3.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-8.05,-2.0,-1.0,1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,16.1,8.05,-8.05,8.05,8.05,2.0,-2.0,2.0,2.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,0
466,3.0,0.0,38.0,0.0,0.0,7.05,2.0,1.0,-1.0,0.0,1.0,0.0,114.0,0.0,0.0,21.15,6.0,3.0,-3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,267.9,76.0,38.0,-38.0,0.0,38.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,14.1,7.05,-7.05,0.0,7.05,2.0,-2.0,0.0,2.0,-1.0,0.0,1.0,-0.0,-1.0,0.0,0
467,2.0,0.0,-1.0,0.0,0.0,0.0,2.0,1.0,-1.0,1.0,3.0,0.0,-2.0,0.0,0.0,0.0,4.0,2.0,-2.0,2.0,6.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-2.0,-1.0,1.0,-1.0,-3.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,2.0,-2.0,2.0,6.0,-1.0,1.0,3.0,-1.0,-3.0,3.0,0
468,1.0,0.0,56.0,0.0,0.0,26.55,2.0,1.0,-1.0,0.0,1.0,0.0,56.0,0.0,0.0,26.55,2.0,1.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1486.8,112.0,56.0,-56.0,0.0,56.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,53.1,26.55,-26.55,0.0,26.55,2.0,-2.0,0.0,2.0,-1.0,0.0,1.0,-0.0,-1.0,0.0,0
469,3.0,0.0,-1.0,0.0,0.0,7.725,1.0,1.0,-1.0,1.0,1.0,0.0,-3.0,0.0,0.0,23.174999999999997,3.0,3.0,-3.0,3.0,3.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-7.725,-1.0,-1.0,1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,7.725,7.725,-7.725,7.725,7.725,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,0
470,3.0,1.0,0.75,2.0,1.0,19.2583,0.0,1.0,-1.0,0.0,4.0,3.0,2.25,6.0,3.0,57.774899999999995,0.0,3.0,-3.0,0.0,12.0,0.75,2.0,1.0,19.2583,0.0,1.0,-1.0,0.0,4.0,1.5,0.75,14.443724999999999,0.0,0.75,-0.75,0.0,3.0,2.0,38.5166,0.0,2.0,-2.0,0.0,8.0,19.2583,0.0,1.0,-1.0,0.0,4.0,0.0,19.2583,-19.2583,0.0,77.0332,0.0,-0.0,0.0,0.0,-1.0,0.0,4.0,-0.0,-4.0,0.0,1
471,3.0,0.0,-1.0,0.0,0.0,7.25,2.0,1.0,-1.0,1.0,1.0,0.0,-3.0,0.0,0.0,21.75,6.0,3.0,-3.0,3.0,3.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-7.25,-2.0,-1.0,1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,14.5,7.25,-7.25,7.25,7.25,2.0,-2.0,2.0,2.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,0
472,3.0,0.0,38.0,0.0,0.0,8.6625,2.0,1.0,-1.0,0.0,1.0,0.0,114.0,0.0,0.0,25.987499999999997,6.0,3.0,-3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,329.175,76.0,38.0,-38.0,0.0,38.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,17.325,8.6625,-8.6625,0.0,8.6625,2.0,-2.0,0.0,2.0,-1.0,0.0,1.0,-0.0,-1.0,0.0,0
473,2.0,1.0,33.0,1.0,2.0,27.75,2.0,1.0,-1.0,0.0,3.0,2.0,66.0,2.0,4.0,55.5,4.0,2.0,-2.0,0.0,6.0,33.0,1.0,2.0,27.75,2.0,1.0,-1.0,0.0,3.0,33.0,66.0,915.75,66.0,33.0,-33.0,0.0,99.0,2.0,27.75,2.0,1.0,-1.0,0.0,3.0,55.5,4.0,2.0,-2.0,0.0,6.0,55.5,27.75,-27.75,0.0,83.25,2.0,-2.0,0.0,6.0,-1.0,0.0,3.0,-0.0,-3.0,0.0,1
474,2.0,1.0,23.0,0.0,0.0,13.7917,0.0,0.0,3.0,0.0,1.0,2.0,46.0,0.0,0.0,27.5834,0.0,0.0,6.0,0.0,2.0,23.0,0.0,0.0,13.7917,0.0,0.0,3.0,0.0,1.0,0.0,0.0,317.20910000000003,0.0,0.0,69.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.3751,0.0,13.7917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1
475,3.0,1.0,22.0,0.0,0.0,9.8375,2.0,1.0,-1.0,0.0,1.0,3.0,66.0,0.0,0.0,29.512500000000003,6.0,3.0,-3.0,0.0,3.0,22.0,0.0,0.0,9.8375,2.0,1.0,-1.0,0.0,1.0,0.0,0.0,216.425,44.0,22.0,-22.0,0.0,22.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,19.675,9.8375,-9.8375,0.0,9.8375,2.0,-2.0,0.0,2.0,-1.0,0.0,1.0,-0.0,-1.0,0.0,0
476,1.0,0.0,-1.0,0.0,0.0,52.0,2.0,0.0,0.0,1.0,2.0,0.0,-1.0,0.0,0.0,52.0,2.0,0.0,0.0,1.0,2.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-52.0,-2.0,-0.0,-0.0,-1.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,0.0,0.0,52.0,104.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0
477,2.0,0.0,34.0,1.0,0.0,21.0,2.0,1.0,-1.0,0.0,2.0,0.0,68.0,2.0,0.0,42.0,4.0,2.0,-2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,34.0,0.0,714.0,68.0,34.0,-34.0,0.0,68.0,0.0,21.0,2.0,1.0,-1.0,0.0,2.0,0.0,0.0,0.0,-0.0,0.0,0.0,42.0,21.0,-21.0,0.0,42.0,2.0,-2.0,0.0,4.0,-1.0,0.0,2.0,-0.0,-2.0,0.0,0
478,3.0,0.0,29.0,1.0,0.0,7.0458,2.0,1.0,-1.0,0.0,1.0,0.0,87.0,3.0,0.0,21.1374,6.0,3.0,-3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,29.0,0.0,204.32819999999998,58.0,29.0,-29.0,0.0,29.0,0.0,7.0458,2.0,1.0,-1.0,0.0,1.0,0.0,0.0,0.0,-0.0,0.0,0.0,14.0916,7.0458,-7.0458,0.0,7.0458,2.0,-2.0,0.0,2.0,-1.0,0.0,1.0,-0.0,-1.0,0.0,0
479,3.0,0.0,22.0,0.0,0.0,7.5208,2.0,1.0,-1.0,0.0,1.0,0.0,66.0,0.0,0.0,22.5624,6.0,3.0,-3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,165.4576,44.0,22.0,-22.0,0.0,22.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,15.0416,7.5208,-7.5208,0.0,7.5208,2.0,-2.0,0.0,2.0,-1.0,0.0,1.0,-0.0,-1.0,0.0,0
480,3.0,1.0,2.0,0.0,1.0,12.2875,2.0,1.0,-1.0,0.0,1.0,3.0,6.0,0.0,3.0,36.8625,6.0,3.0,-3.0,0.0,3.0,2.0,0.0,1.0,12.2875,2.0,1.0,-1.0,0.0,1.0,0.0,2.0,24.575,4.0,2.0,-2.0,0.0,2.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,12.2875,2.0,1.0,-1.0,0.0,1.0,24.575,12.2875,-12.2875,0.0,12.2875,2.0,-2.0,0.0,2.0,-1.0,0.0,1.0,-0.0,-1.0,0.0,1
481,3.0,0.0,9.0,5.0,2.0,46.9,2.0,1.0,-1.0,0.0,6.0,0.0,27.0,15.0,6.0,140.7,6.0,3.0,-3.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,45.0,18.0,422.09999999999997,18.0,9.0,-9.0,0.0,54.0,10.0,234.5,10.0,5.0,-5.0,0.0,30.0,93.8,4.0,2.0,-2.0,0.0,12.0,93.8,46.9,-46.9,0.0,281.4,2.0,-2.0,0.0,12.0,-1.0,0.0,6.0,-0.0,-6.0,0.0,0
482,2.0,0.0,-1.0,0.0,0.0,0.0,2.0,1.0,-1.0,1.0,1.0,0.0,-2.0,0.0,0.0,0.0,4.0,2.0,-2.0,2.0,2.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-2.0,-1.0,1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,2.0,-2.0,2.0,2.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,0
483,3.0,0.0,50.0,0.0,0.0,8.05,2.0,1.0,-1.0,0.0,1.0,0.0,150.0,0.0,0.0,24.150000000000002,6.0,3.0,-3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,402.50000000000006,100.0,50.0,-50.0,0.0,50.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,16.1,8.05,-8.05,0.0,8.05,2.0,-2.0,0.0,2.0,-1.0,0.0,1.0,-0.0,-1.0,0.0,0
484,3.0,1.0,63.0,0.0,0.0,9.5875,2.0,1.0,-1.0,0.0,1.0,3.0,189.0,0.0,0.0,28.762500000000003,6.0,3.0,-3.0,0.0,3.0,63.0,0.0,0.0,9.5875,2.0,1.0,-1.0,0.0,1.0,0.0,0.0,604.0125,126.0,63.0,-63.0,0.0,63.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,19.175,9.5875,-9.5875,0.0,9.5875,2.0,-2.0,0.0,2.0,-1.0,0.0,1.0,-0.0,-1.0,0.0,1
485,1.0,0.0,25.0,1.0,0.0,91.0792,0.0,0.0,1.0,0.0,2.0,0.0,25.0,1.0,0.0,91.0792,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,2276.98,0.0,0.0,25.0,0.0,50.0,0.0,91.0792,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0792,0.0,182.1584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1
486,3.0,1.0,-1.0,3.0,1.0,25.4667,2.0,1.0,-1.0,1.0,4.0,3.0,-3.0,9.0,3.0,76.4001,6.0,3.0,-3.0,3.0,12.0,-1.0,3.0,1.0,25.4667,2.0,1.0,-1.0,1.0,4.0,-3.0,-1.0,-25.4667,-2.0,-1.0,1.0,-1.0,-4.0,3.0,76.4001,6.0,3.0,-3.0,3.0,12.0,25.4667,2.0,1.0,-1.0,1.0,4.0,50.9334,25.4667,-25.4667,25.4667,101.8668,2.0,-2.0,2.0,8.0,-1.0,1.0,4.0,-1.0,-4.0,4.0,0
487,1.0,1.0,35.0,1.0,0.0,90.0,2.0,0.0,2.0,0.0,2.0,1.0,35.0,1.0,0.0,90.0,2.0,0.0,2.0,0.0,2.0,35.0,1.0,0.0,90.0,2.0,0.0,2.0,0.0,2.0,35.0,0.0,3150.0,70.0,0.0,70.0,0.0,70.0,0.0,90.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,180.0,0.0,180.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,1
488,1.0,0.0,58.0,0.0,0.0,29.7,0.0,0.0,1.0,0.0,1.0,0.0,58.0,0.0,0.0,29.7,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1722.6,0.0,0.0,58.0,0.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.7,0.0,29.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
489,3.0,0.0,30.0,0.0,0.0,8.05,2.0,1.0,-1.0,0.0,1.0,0.0,90.0,0.0,0.0,24.150000000000002,6.0,3.0,-3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,241.50000000000003,60.0,30.0,-30.0,0.0,30.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,16.1,8.05,-8.05,0.0,8.05,2.0,-2.0,0.0,2.0,-1.0,0.0,1.0,-0.0,-1.0,0.0,0
490,3.0,0.0,9.0,1.0,1.0,15.9,2.0,1.0,-1.0,0.0,2.0,0.0,27.0,3.0,3.0,47.7,6.0,3.0,-3.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,9.0,9.0,143.1,18.0,9.0,-9.0,0.0,18.0,1.0,15.9,2.0,1.0,-1.0,0.0,2.0,15.9,2.0,1.0,-1.0,0.0,2.0,31.8,15.9,-15.9,0.0,31.8,2.0,-2.0,0.0,4.0,-1.0,0.0,2.0,-0.0,-2.0,0.0,1
491,3.0,0.0,-1.0,1.0,0.0,19.9667,2.0,1.0,-1.0,1.0,1.0,0.0,-3.0,3.0,0.0,59.900099999999995,6.0,3.0,-3.0,3.0,3.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-1.0,-0.0,-19.9667,-2.0,-1.0,1.0,-1.0,-1.0,0.0,19.9667,2.0,1.0,-1.0,1.0,1.0,0.0,0.0,0.0,-0.0,0.0,0.0,39.9334,19.9667,-19.9667,19.9667,19.9667,2.0,-2.0,2.0,2.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,0
492,3.0,0.0,21.0,0.0,0.0,7.25,2.0,1.0,-1.0,0.0,1.0,0.0,63.0,0.0,0.0,21.75,6.0,3.0,-3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,152.25,42.0,21.0,-21.0,0.0,21.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,14.5,7.25,-7.25,0.0,7.25,2.0,-2.0,0.0,2.0,-1.0,0.0,1.0,-0.0,-1.0,0.0,0
493,1.0,0.0,55.0,0.0,0.0,30.5,2.0,0.0,2.0,0.0,1.0,0.0,55.0,0.0,0.0,30.5,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1677.5,110.0,0.0,110.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,0.0,61.0,0.0,30.5,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0
494,1.0,0.0,71.0,0.0,0.0,49.5042,0.0,1.0,-1.0,0.0,1.0,0.0,71.0,0.0,0.0,49.5042,0.0,1.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,3514.7981999999997,0.0,71.0,-71.0,0.0,71.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,49.5042,-49.5042,0.0,49.5042,0.0,-0.0,0.0,0.0,-1.0,0.0,1.0,-0.0,-1.0,0.0,0
495,3.0,0.0,21.0,0.0,0.0,8.05,2.0,1.0,-1.0,0.0,1.0,0.0,63.0,0.0,0.0,24.150000000000002,6.0,3.0,-3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,169.05,42.0,21.0,-21.0,0.0,21.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,16.1,8.05,-8.05,0.0,8.05,2.0,-2.0,0.0,2.0,-1.0,0.0,1.0,-0.0,-1.0,0.0,0
496,3.0,0.0,-1.0,0.0,0.0,14.4583,0.0,1.0,-1.0,1.0,2.0,0.0,-3.0,0.0,0.0,43.3749,0.0,3.0,-3.0,3.0,6.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-14.4583,-0.0,-1.0,1.0,-1.0,-2.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,14.4583,-14.4583,14.4583,28.9166,0.0,-0.0,0.0,0.0,-1.0,1.0,2.0,-1.0,-2.0,2.0,0
497,1.0,1.0,54.0,1.0,0.0,78.2667,0.0,0.0,3.0,0.0,2.0,1.0,54.0,1.0,0.0,78.2667,0.0,0.0,3.0,0.0,2.0,54.0,1.0,0.0,78.2667,0.0,0.0,3.0,0.0,2.0,54.0,0.0,4226.4018,0.0,0.0,162.0,0.0,108.0,0.0,78.2667,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,234.8001,0.0,156.5334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1
498,3.0,0.0,-1.0,0.0,0.0,15.1,2.0,1.0,-1.0,1.0,1.0,0.0,-3.0,0.0,0.0,45.3,6.0,3.0,-3.0,3.0,3.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-15.1,-2.0,-1.0,1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,30.2,15.1,-15.1,15.1,15.1,2.0,-2.0,2.0,2.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,0
499,1.0,1.0,25.0,1.0,2.0,151.55,2.0,0.0,2.0,0.0,4.0,1.0,25.0,1.0,2.0,151.55,2.0,0.0,2.0,0.0,4.0,25.0,1.0,2.0,151.55,2.0,0.0,2.0,0.0,4.0,25.0,50.0,3788.7500000000005,50.0,0.0,50.0,0.0,100.0,2.0,151.55,2.0,0.0,2.0,0.0,4.0,303.1,4.0,0.0,4.0,0.0,8.0,303.1,0.0,303.1,0.0,606.2,0.0,4.0,0.0,8.0,0.0,0.0,0.0,0.0,8.0,0.0,0
500,3.0,0.0,24.0,0.0,0.0,7.7958,2.0,1.0,-1.0,0.0,1.0,0.0,72.0,0.0,0.0,23.3874,6.0,3.0,-3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,187.0992,48.0,24.0,-24.0,0.0,24.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,15.5916,7.7958,-7.7958,0.0,7.7958,2.0,-2.0,0.0,2.0,-1.0,0.0,1.0,-0.0,-1.0,0.0,0
501,3.0,0.0,17.0,0.0,0.0,8.6625,2.0,1.0,-1.0,0.0,1.0,0.0,51.0,0.0,0.0,25.987499999999997,6.0,3.0,-3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,147.2625,34.0,17.0,-17.0,0.0,17.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,17.325,8.6625,-8.6625,0.0,8.6625,2.0,-2.0,0.0,2.0,-1.0,0.0,1.0,-0.0,-1.0,0.0,0
502,3.0,1.0,21.0,0.0,0.0,7.75,1.0,1.0,-1.0,0.0,1.0,3.0,63.0,0.0,0.0,23.25,3.0,3.0,-3.0,0.0,3.0,21.0,0.0,0.0,7.75,1.0,1.0,-1.0,0.0,1.0,0.0,0.0,162.75,21.0,21.0,-21.0,0.0,21.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,7.75,7.75,-7.75,0.0,7.75,1.0,-1.0,0.0,1.0,-1.0,0.0,1.0,-0.0,-1.0,0.0,0
503,3.0,1.0,-1.0,0.0,0.0,7.6292,1.0,1.0,-1.0,1.0,1.0,3.0,-3.0,0.0,0.0,22.8876,3.0,3.0,-3.0,3.0,3.0,-1.0,0.0,0.0,7.6292,1.0,1.0,-1.0,1.0,1.0,-0.0,-0.0,-7.6292,-1.0,-1.0,1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,7.6292,7.6292,-7.6292,7.6292,7.6292,1.0,-1.0,1.0,1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,0
504,3.0,1.0,37.0,0.0,0.0,9.5875,2.0,1.0,-1.0,0.0,1.0,3.0,111.0,0.0,0.0,28.762500000000003,6.0,3.0,-3.0,0.0,3.0,37.0,0.0,0.0,9.5875,2.0,1.0,-1.0,0.0,1.0,0.0,0.0,354.7375,74.0,37.0,-37.0,0.0,37.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,19.175,9.5875,-9.5875,0.0,9.5875,2.0,-2.0,0.0,2.0,-1.0,0.0,1.0,-0.0,-1.0,0.0,0
